  QueueTimes | ServiceTimes | SojournTimes
       0.062 |        1.051 |        1.114
       0.090 |        0.394 |        0.484
       0.065 |        1.546 |        1.611
       0.093 |        0.607 |        0.700
       0.066 |        0.478 |        0.544
       0.087 |        3.525 |        3.612
       0.085 |        1.670 |        1.755
       0.072 |        0.524 |        0.597
       0.148 |        0.638 |        0.786
       0.064 |        0.475 |        0.539
       0.072 |        0.622 |        0.694
       0.079 |        0.843 |        0.922
       0.066 |        0.404 |        0.471
       0.064 |        2.492 |        2.556
       0.081 |        2.114 |        2.195
       0.087 |        0.354 |        0.441
       0.069 |        0.888 |        0.957
       0.061 |        0.299 |        0.359
       0.088 |        0.879 |        0.967
       0.088 |        1.538 |        1.627
       0.085 |        1.879 |        1.964
       0.092 |        0.606 |        0.698
       0.080 |        0.442 |        0.522
       0.061 |        0.400 |        0.461
       0.086 |        0.494 |        0.580
       0.054 |        0.413 |        0.467
       0.073 |        0.626 |        0.699
       0.198 |        0.382 |        0.580
       0.106 |        0.531 |        0.637
       0.168 |        0.365 |        0.533
       0.090 |        1.125 |        1.215
       0.107 |        0.580 |        0.688
       0.053 |        0.336 |        0.389
       0.069 |        1.461 |        1.530
       0.196 |        1.410 |        1.605
       0.090 |        1.839 |        1.929
       0.073 |        0.500 |        0.573
       0.074 |        1.359 |        1.433
       0.147 |        1.107 |        1.254
       0.078 |        1.308 |        1.386
       0.078 |        1.164 |        1.242
       0.071 |        1.306 |        1.377
       0.066 |        0.840 |        0.906
       0.063 |        1.329 |        1.391
       0.103 |        0.540 |        0.644
       0.065 |        0.555 |        0.619
       0.135 |        2.271 |        2.406
       0.080 |        0.964 |        1.044
       0.063 |        1.307 |        1.369
       0.059 |        1.304 |        1.363
       0.143 |        0.322 |        0.465
       0.124 |        0.412 |        0.535
       0.056 |        0.338 |        0.394
       0.115 |        2.190 |        2.304
       0.056 |        0.328 |        0.385
       0.064 |        1.033 |        1.097
       0.090 |        1.948 |        2.038
       0.088 |        0.487 |        0.575
       0.114 |        0.925 |        1.039
       0.057 |        0.305 |        0.362
       0.111 |        0.535 |        0.646
       0.068 |        0.920 |        0.988
       0.160 |        1.845 |        2.006
       0.081 |        0.273 |        0.354
       0.058 |        0.454 |        0.511
       0.107 |        0.750 |        0.857
       0.071 |        0.707 |        0.777
       0.073 |        1.391 |        1.464
       0.067 |        0.317 |        0.384
       0.106 |        0.445 |        0.551
       0.110 |        0.561 |        0.670
       0.093 |        1.479 |        1.572
       0.051 |        1.115 |        1.166
       0.074 |        0.485 |        0.559
       0.077 |        2.147 |        2.224
       0.075 |        0.813 |        0.887
       0.071 |        0.854 |        0.924
       0.140 |        0.624 |        0.764
       0.096 |        0.458 |        0.554
       0.152 |        0.906 |        1.058
       0.067 |        1.379 |        1.446
       0.074 |        0.591 |        0.665
       0.100 |        1.235 |        1.335
       0.061 |        0.497 |        0.558
       0.060 |        1.298 |        1.358
       0.208 |        0.781 |        0.989
       0.132 |        1.107 |        1.238
       0.065 |        0.383 |        0.447
       0.084 |        1.602 |        1.687
       0.103 |        0.557 |        0.660
       0.075 |        0.664 |        0.739
       0.155 |        0.579 |        0.735
       0.146 |        0.823 |        0.969
       0.147 |        0.996 |        1.143
       0.204 |        0.418 |        0.622
       0.097 |        1.741 |        1.837
       0.060 |        1.829 |        1.889
       0.082 |        0.729 |        0.811
       0.092 |        0.300 |        0.392
       0.073 |        0.583 |        0.657
       0.086 |        1.468 |        1.554
       0.078 |        0.897 |        0.975
       0.088 |        0.694 |        0.782
       0.101 |        0.762 |        0.863
       0.073 |        0.626 |        0.699
       0.186 |        0.912 |        1.098
       0.093 |        0.436 |        0.530
       0.051 |        0.480 |        0.531
       0.068 |        0.944 |        1.012
       0.091 |        0.659 |        0.750
       0.059 |        2.456 |        2.515
       0.094 |        1.091 |        1.185
       0.065 |        2.367 |        2.432
       0.077 |        0.521 |        0.598
       0.068 |        0.719 |        0.788
       0.111 |        0.417 |        0.527
       0.085 |        1.839 |        1.925
       0.148 |        0.823 |        0.971
       0.072 |        0.469 |        0.540
       0.079 |        1.473 |        1.552
       0.060 |        0.704 |        0.764
       0.066 |        0.393 |        0.459
       0.080 |        1.580 |        1.660
       0.119 |        0.622 |        0.741
       0.081 |        0.682 |        0.763
       0.176 |        0.688 |        0.864
       0.062 |        1.265 |        1.327
       0.077 |        4.205 |        4.282
       0.076 |        0.687 |        0.763
       0.068 |        0.481 |        0.549
       0.060 |        1.062 |        1.122
       0.051 |        1.429 |        1.480
       0.086 |        0.413 |        0.499
       0.071 |        0.233 |        0.305
       0.097 |        0.703 |        0.799
       0.119 |        0.268 |        0.386
       0.084 |        1.871 |        1.954
       0.070 |        3.154 |        3.223
       0.102 |        1.066 |        1.167
       0.096 |        0.489 |        0.585
       0.061 |        0.370 |        0.431
       0.073 |        1.044 |        1.117
       0.089 |        1.420 |        1.509
       0.064 |        1.352 |        1.416
       0.078 |        0.484 |        0.562
       0.128 |        0.999 |        1.127
       0.076 |        0.353 |        0.429
       0.079 |        0.497 |        0.577
       0.232 |        3.699 |        3.931
       0.146 |        1.685 |        1.831
       0.083 |        1.130 |        1.213
       0.069 |        0.576 |        0.645
       0.079 |        2.697 |        2.776
       0.096 |        0.632 |        0.728
       0.063 |        0.446 |        0.508
       0.055 |        0.359 |        0.414
       0.076 |        0.449 |        0.525
       0.077 |        0.614 |        0.692
       0.049 |        0.386 |        0.435
       0.069 |        0.452 |        0.521
       0.078 |        0.386 |        0.464
       0.079 |        0.540 |        0.619
       0.157 |        0.702 |        0.859
       0.073 |        0.341 |        0.414
       0.073 |        0.397 |        0.469
       0.127 |        0.356 |        0.483
       0.103 |        0.748 |        0.851
       0.130 |        0.479 |        0.610
       0.061 |        0.849 |        0.910
       0.143 |        0.631 |        0.775
       0.108 |        1.016 |        1.125
       0.062 |        2.482 |        2.544
       0.116 |        0.794 |        0.909
       0.109 |        2.703 |        2.812
       0.061 |        0.539 |        0.601
       0.081 |        1.042 |        1.122
       0.076 |        0.417 |        0.493
       0.074 |        2.134 |        2.208
       0.073 |        0.603 |        0.676
       0.086 |        0.837 |        0.923
       0.104 |        0.955 |        1.059
       0.072 |        0.587 |        0.659
       0.071 |        1.253 |        1.324
       0.084 |        0.389 |        0.473
       0.071 |        0.653 |        0.724
       0.085 |        0.351 |        0.436
       0.057 |        1.433 |        1.491
       0.087 |        3.111 |        3.197
       0.080 |        1.379 |        1.459
       0.143 |        1.707 |        1.850
       0.078 |        0.415 |        0.492
       0.075 |        0.379 |        0.454
       0.072 |        1.674 |        1.746
       0.097 |        1.250 |        1.346
       0.074 |        3.504 |        3.577
       0.066 |        0.575 |        0.641
       0.117 |        1.305 |        1.422
       0.070 |        0.487 |        0.557
       0.111 |        0.414 |        0.525
       0.083 |        0.490 |        0.573
       0.073 |        0.539 |        0.612
       0.176 |        0.427 |        0.603
       0.197 |        2.752 |        2.949
       0.120 |        0.545 |        0.665
       0.071 |        0.416 |        0.487
       0.101 |        0.438 |        0.539
       0.066 |        0.388 |        0.454
       0.060 |        0.320 |        0.380
       0.087 |        0.490 |        0.577
       0.062 |        0.759 |        0.820
       0.072 |        0.413 |        0.486
       0.065 |        1.419 |        1.484
       0.055 |        2.482 |        2.537
       0.077 |        0.709 |        0.786
       0.070 |        2.338 |        2.408
       0.139 |        0.309 |        0.448
       0.067 |        1.919 |        1.986
       0.063 |        0.432 |        0.495
       0.080 |        0.675 |        0.755
       0.116 |        1.680 |        1.796
       0.088 |        0.721 |        0.809
       0.127 |        0.550 |        0.677
       0.063 |        0.616 |        0.680
       0.131 |        0.627 |        0.758
       0.080 |        0.823 |        0.903
