  QueueTimes | ServiceTimes | SojournTimes
       0.135 |        0.559 |        0.694
       0.077 |        3.324 |        3.401
       0.083 |        1.786 |        1.869
       0.141 |        1.997 |        2.139
       0.096 |        0.481 |        0.577
       0.314 |        0.717 |        1.031
       0.073 |        0.349 |        0.421
       0.065 |        1.559 |        1.624
       0.091 |        3.848 |        3.939
       0.059 |        1.074 |        1.132
       0.066 |        0.429 |        0.495
       0.076 |        0.544 |        0.621
       0.105 |        1.566 |        1.671
       0.057 |        1.410 |        1.467
       0.064 |        0.484 |        0.549
       0.125 |        0.320 |        0.445
       0.061 |        1.228 |        1.288
       0.096 |        0.388 |        0.484
       0.106 |        2.050 |        2.156
       0.162 |        3.768 |        3.931
       0.090 |        0.801 |        0.891
       0.128 |        1.313 |        1.441
       0.242 |        0.375 |        0.617
       0.156 |        2.024 |        2.180
       0.093 |        0.566 |        0.658
       0.145 |        1.138 |        1.283
       0.080 |        1.122 |        1.202
       0.096 |        0.506 |        0.602
       0.065 |        2.365 |        2.431
       0.068 |        0.417 |        0.485
       0.075 |        1.064 |        1.139
       0.084 |        0.547 |        0.631
       0.076 |        0.345 |        0.421
       0.084 |        0.700 |        0.784
       0.070 |        3.109 |        3.178
       0.122 |        0.949 |        1.071
       0.089 |        0.551 |        0.640
       0.066 |        0.541 |        0.607
       0.196 |        2.226 |        2.422
       0.073 |        1.458 |        1.531
       0.087 |        0.634 |        0.721
       0.109 |        0.332 |        0.441
       0.148 |        0.921 |        1.069
       0.078 |        0.355 |        0.433
       0.165 |        0.490 |        0.654
       0.089 |        1.193 |        1.281
       0.059 |        0.447 |        0.505
       0.097 |        1.110 |        1.207
       0.096 |        2.946 |        3.042
       0.082 |        0.521 |        0.602
       0.199 |        2.853 |        3.052
       0.160 |        0.732 |        0.892
       0.127 |        1.926 |        2.053
       0.084 |        1.010 |        1.094
       0.127 |        0.692 |        0.819
       0.136 |        0.775 |        0.911
       0.096 |        0.877 |        0.974
       0.092 |        0.431 |        0.522
       0.062 |        2.437 |        2.499
       0.068 |        0.961 |        1.029
       0.118 |        2.218 |        2.336
       0.125 |        0.905 |        1.030
       0.066 |        1.391 |        1.457
       0.065 |        0.847 |        0.912
       0.108 |        0.676 |        0.784
       0.095 |        0.502 |        0.597
       0.073 |        1.237 |        1.310
       0.070 |        0.772 |        0.842
       0.054 |        0.351 |        0.405
       0.079 |        2.684 |        2.763
       0.063 |        1.138 |        1.201
       0.173 |        0.445 |        0.619
       0.110 |        0.392 |        0.502
       0.105 |        0.914 |        1.018
       0.066 |        0.330 |        0.396
       0.119 |        1.820 |        1.939
       0.164 |        0.322 |        0.486
       0.076 |        0.956 |        1.032
       0.087 |        1.543 |        1.630
       0.095 |        0.557 |        0.651
       0.172 |        0.549 |        0.721
       0.163 |        1.290 |        1.453
       0.146 |        0.424 |        0.570
       0.064 |        0.512 |        0.576
       0.075 |        0.673 |        0.748
       0.114 |        0.849 |        0.963
       0.060 |        0.532 |        0.592
       0.072 |        0.692 |        0.764
       0.068 |        1.580 |        1.648
       0.065 |        0.974 |        1.039
       0.054 |        0.477 |        0.532
       0.050 |        0.411 |        0.461
       0.061 |        1.091 |        1.151
       0.073 |        0.670 |        0.742
       0.191 |        0.463 |        0.654
       0.127 |        0.709 |        0.836
       0.060 |        2.789 |        2.849
       0.054 |        1.426 |        1.480
       0.097 |        0.354 |        0.452
       0.061 |        1.576 |        1.637
       0.093 |        1.620 |        1.714
       0.067 |        1.262 |        1.328
       0.066 |        1.628 |        1.694
       0.062 |        0.409 |        0.471
       0.077 |        1.028 |        1.105
       0.075 |        1.105 |        1.180
       0.125 |        2.004 |        2.130
       0.057 |        0.342 |        0.399
       0.052 |        2.281 |        2.333
       0.055 |        2.929 |        2.984
       0.112 |        0.936 |        1.048
       0.067 |        0.711 |        0.777
       0.098 |        2.518 |        2.616
       0.095 |        0.990 |        1.085
       0.143 |        1.193 |        1.335
       0.076 |        0.666 |        0.742
       0.111 |        1.177 |        1.288
       0.052 |        0.393 |        0.445
       0.133 |        0.386 |        0.518
       0.164 |        0.441 |        0.605
       0.081 |        0.814 |        0.895
       0.127 |        0.809 |        0.936
       0.093 |        0.636 |        0.728
       0.100 |        0.421 |        0.521
       0.136 |        0.753 |        0.889
       0.178 |        2.164 |        2.342
       0.134 |        0.407 |        0.541
       0.073 |        1.495 |        1.569
       0.077 |        1.900 |        1.978
       0.056 |        0.308 |        0.364
       0.092 |        3.846 |        3.938
       0.153 |        0.967 |        1.120
       0.083 |        0.352 |        0.435
       0.125 |        1.263 |        1.388
       0.062 |        0.558 |        0.620
       0.119 |        0.335 |        0.454
       0.071 |        0.704 |        0.774
       0.112 |        1.052 |        1.164
       0.086 |        1.524 |        1.610
       0.131 |        0.625 |        0.756
       0.092 |        0.653 |        0.745
       0.235 |        2.475 |        2.710
       0.075 |        0.984 |        1.058
       0.177 |        2.065 |        2.242
       0.186 |        0.471 |        0.657
       0.240 |        0.490 |        0.730
       0.058 |        1.669 |        1.727
       0.109 |        0.564 |        0.673
       0.139 |        1.405 |        1.543
       0.079 |        0.927 |        1.006
       0.086 |        0.674 |        0.760
       0.138 |        1.382 |        1.521
       0.137 |        1.183 |        1.321
       0.101 |        2.373 |        2.475
       0.057 |        0.732 |        0.789
       0.156 |        0.969 |        1.125
       0.119 |        0.730 |        0.849
       0.113 |        0.453 |        0.566
       0.069 |        1.410 |        1.479
       0.075 |        0.420 |        0.495
       0.129 |        2.451 |        2.580
       0.077 |        2.604 |        2.681
       0.079 |        1.798 |        1.877
       0.092 |        0.534 |        0.626
       0.115 |        0.489 |        0.604
       0.077 |        1.558 |        1.635
       0.106 |        0.447 |        0.552
       0.139 |        0.606 |        0.745
       0.112 |        0.601 |        0.713
       0.151 |        0.643 |        0.795
       0.140 |        1.466 |        1.605
       0.211 |        0.652 |        0.862
       0.078 |        1.699 |        1.777
       0.156 |        0.781 |        0.938
       0.078 |        0.667 |        0.745
       0.126 |        0.342 |        0.468
       0.116 |        0.640 |        0.757
       0.085 |        0.440 |        0.525
       0.127 |        2.072 |        2.198
       0.116 |        0.306 |        0.422
       0.121 |        0.489 |        0.610
       0.050 |        2.079 |        2.128
       0.099 |        0.598 |        0.697
       0.090 |        1.114 |        1.205
       0.112 |        0.939 |        1.051
       0.099 |        0.620 |        0.719
       0.105 |        0.461 |        0.566
       0.095 |        2.394 |        2.489
       0.083 |        2.362 |        2.444
       0.080 |        0.378 |        0.458
       0.131 |        0.472 |        0.603
       0.091 |        2.832 |        2.923
       0.084 |        0.854 |        0.937
       0.064 |        0.773 |        0.836
       0.069 |        1.922 |        1.991
       0.065 |        0.437 |        0.502
       0.056 |        1.504 |        1.560
       0.053 |        1.567 |        1.620
       0.116 |        1.013 |        1.129
       0.073 |        1.200 |        1.273
       0.056 |        2.131 |        2.187
       0.089 |        1.031 |        1.120
       0.128 |        2.109 |        2.237
       0.083 |        2.879 |        2.962
       0.148 |        0.795 |        0.943
       0.148 |        0.342 |        0.490
       0.083 |        0.529 |        0.612
       0.080 |        0.627 |        0.706
       0.090 |        0.520 |        0.610
       0.074 |        0.442 |        0.516
       0.065 |        0.641 |        0.706
       0.076 |        1.157 |        1.232
       0.060 |        1.054 |        1.114
       0.068 |        0.558 |        0.626
       0.091 |        3.667 |        3.758
       0.086 |        0.885 |        0.971
       0.070 |        0.494 |        0.565
       0.075 |        0.493 |        0.568
       0.130 |        0.928 |        1.058
       0.088 |        0.634 |        0.722
       0.071 |        0.926 |        0.997
       0.181 |        0.824 |        1.005
       0.161 |        1.289 |        1.450
       0.135 |        1.767 |        1.902
       0.066 |        0.673 |        0.739
       0.138 |        0.925 |        1.063
       0.061 |        0.414 |        0.475
       0.117 |        0.505 |        0.621
       0.069 |        1.233 |        1.302
       0.133 |        2.401 |        2.534
       0.058 |        0.811 |        0.869
       0.121 |        0.435 |        0.556
       0.070 |        2.383 |        2.453
       0.061 |        1.412 |        1.473
       0.096 |        0.344 |        0.440
       0.112 |        0.378 |        0.491
       0.143 |        0.513 |        0.657
       0.074 |        1.085 |        1.159
       0.086 |        2.642 |        2.728
       0.110 |        1.652 |        1.762
       0.075 |        1.491 |        1.566
       0.067 |        0.349 |        0.416
       0.076 |        0.531 |        0.607
       0.052 |        0.830 |        0.882
       0.108 |        2.057 |        2.165
       0.079 |        0.789 |        0.869
       0.151 |        0.888 |        1.039
       0.099 |        0.298 |        0.396
       0.063 |        0.908 |        0.971
       0.059 |        0.350 |        0.409
       0.190 |        0.420 |        0.611
       0.086 |        0.258 |        0.344
       0.145 |        0.433 |        0.578
       0.068 |        1.537 |        1.605
       0.143 |        0.338 |        0.481
       0.066 |        0.421 |        0.487
       0.058 |        0.628 |        0.686
       0.144 |        0.775 |        0.919
       0.087 |        2.858 |        2.944
       0.058 |        1.092 |        1.150
       0.123 |        0.485 |        0.608
       0.062 |        2.877 |        2.939
       0.094 |        0.423 |        0.517
       0.059 |        1.767 |        1.826
       0.065 |        2.099 |        2.164
       0.071 |        0.598 |        0.668
       0.060 |        0.675 |        0.735
       0.094 |        0.442 |        0.535
       0.101 |        0.660 |        0.761
       0.124 |        2.358 |        2.482
       0.053 |        0.439 |        0.491
       0.158 |        2.798 |        2.955
       0.068 |        1.385 |        1.452
       0.067 |        2.012 |        2.079
       0.135 |        0.797 |        0.932
       0.169 |        0.876 |        1.045
       0.121 |        0.638 |        0.759
       0.073 |        0.953 |        1.025
       0.181 |        1.608 |        1.789
       0.093 |        2.254 |        2.346
       0.103 |        1.000 |        1.104
       0.145 |        0.811 |        0.955
       0.097 |        0.441 |        0.538
       0.070 |        0.476 |        0.546
       0.078 |        0.506 |        0.584
       0.063 |        0.809 |        0.872
       0.137 |        0.733 |        0.870
       0.170 |        0.895 |        1.065
       0.061 |        0.421 |        0.482
       0.077 |        0.548 |        0.625
       0.101 |        1.018 |        1.119
       0.056 |        0.681 |        0.737
       0.083 |        0.923 |        1.005
       0.061 |        0.405 |        0.466
       0.055 |        0.570 |        0.624
       0.106 |        3.060 |        3.166
       0.164 |        0.679 |        0.842
       0.129 |        0.827 |        0.956
       0.057 |        0.485 |        0.542
       0.102 |        0.833 |        0.935
       0.065 |        0.661 |        0.726
       0.058 |        1.059 |        1.117
       0.050 |        0.530 |        0.580
       0.213 |        0.525 |        0.738
       0.217 |        0.521 |        0.739
       0.066 |        2.289 |        2.355
       0.080 |        0.498 |        0.578
       0.096 |        2.109 |        2.205
       0.104 |        1.062 |        1.165
       0.073 |        0.513 |        0.587
       0.098 |        0.444 |        0.542
       0.093 |        0.457 |        0.550
       0.104 |        0.348 |        0.451
       0.077 |        2.066 |        2.143
       0.074 |        0.867 |        0.941
       0.092 |        1.036 |        1.128
       0.067 |        0.994 |        1.062
       0.102 |        1.940 |        2.042
       0.074 |        2.211 |        2.285
       0.088 |        0.846 |        0.934
       0.063 |        0.267 |        0.330
       0.069 |        1.568 |        1.637
       0.087 |        0.661 |        0.748
       0.084 |        2.951 |        3.035
       0.132 |        0.415 |        0.546
       0.066 |        2.532 |        2.598
       0.081 |        0.814 |        0.895
       0.085 |        0.547 |        0.632
       0.064 |        0.548 |        0.612
       0.172 |        0.596 |        0.768
       0.072 |        0.512 |        0.584
       0.083 |        0.367 |        0.450
       0.065 |        1.076 |        1.141
       0.062 |        1.127 |        1.188
       0.064 |        1.127 |        1.191
       0.070 |        0.601 |        0.671
       0.061 |        1.542 |        1.604
       0.064 |        1.738 |        1.802
       0.069 |        1.372 |        1.441
       0.151 |        0.700 |        0.851
       0.115 |        0.581 |        0.696
       0.095 |        0.535 |        0.631
       0.078 |        0.522 |        0.600
       0.146 |        1.907 |        2.054
       0.087 |        1.089 |        1.176
       0.075 |        1.837 |        1.912
       0.063 |        1.666 |        1.729
       0.128 |        0.682 |        0.810
       0.102 |        1.075 |        1.177
       0.074 |        0.857 |        0.931
       0.170 |        3.212 |        3.382
       0.077 |        1.080 |        1.157
       0.149 |        1.776 |        1.925
       0.074 |        1.511 |        1.585
       0.069 |        0.719 |        0.788
       0.135 |        0.412 |        0.547
       0.064 |        0.373 |        0.437
       0.094 |        2.305 |        2.399
       0.089 |        0.939 |        1.028
       0.137 |        2.714 |        2.851
       0.185 |        0.685 |        0.869
       0.175 |        0.351 |        0.525
       0.106 |        0.460 |        0.566
       0.108 |        1.391 |        1.499
       0.140 |        0.742 |        0.882
       0.151 |        0.393 |        0.544
       0.151 |        0.592 |        0.743
       0.082 |        0.540 |        0.622
       0.081 |        0.436 |        0.517
       0.066 |        0.820 |        0.886
       0.082 |        0.435 |        0.517
       0.072 |        0.915 |        0.987
       0.067 |        1.167 |        1.233
       0.055 |        0.849 |        0.905
       0.089 |        1.517 |        1.605
       0.074 |        0.668 |        0.742
       0.225 |        1.006 |        1.232
       0.104 |        0.626 |        0.730
       0.073 |        0.398 |        0.471
       0.120 |        0.540 |        0.659
       0.084 |        0.329 |        0.413
       0.121 |        1.562 |        1.682
       0.053 |        1.727 |        1.780
       0.166 |        0.788 |        0.954
       0.060 |        0.749 |        0.809
       0.076 |        1.333 |        1.409
       0.088 |        0.543 |        0.631
       0.176 |        1.471 |        1.647
       0.113 |        0.336 |        0.449
       0.072 |        0.395 |        0.467
       0.110 |        0.330 |        0.440
       0.144 |        2.081 |        2.225
       0.113 |        0.566 |        0.679
       0.058 |        0.276 |        0.334
       0.249 |        0.449 |        0.698
       0.149 |        0.426 |        0.575
       0.069 |        0.889 |        0.958
       0.129 |        0.383 |        0.511
       0.119 |        1.209 |        1.328
       0.065 |        0.594 |        0.659
       0.072 |        2.600 |        2.672
       0.071 |        1.521 |        1.592
       0.070 |        0.333 |        0.403
       0.060 |        0.441 |        0.501
       0.082 |        3.058 |        3.140
       0.122 |        0.614 |        0.737
       0.071 |        2.165 |        2.235
       0.065 |        0.485 |        0.549
       0.069 |        0.797 |        0.867
       0.107 |        0.457 |        0.564
       0.108 |        0.617 |        0.724
       0.111 |        0.510 |        0.621
       0.061 |        1.158 |        1.219
       0.073 |        1.343 |        1.416
       0.056 |        0.730 |        0.786
       0.093 |        0.679 |        0.772
       0.139 |        2.113 |        2.252
       0.248 |        0.894 |        1.143
       0.056 |        0.588 |        0.644
       0.091 |        0.540 |        0.631
       0.204 |        2.104 |        2.308
       0.138 |        3.082 |        3.220
       0.193 |        0.377 |        0.571
       0.130 |        0.886 |        1.015
       0.087 |        2.115 |        2.202
       0.063 |        1.416 |        1.480
       0.074 |        0.805 |        0.878
       0.098 |        0.408 |        0.506
       0.074 |        0.589 |        0.663
       0.151 |        1.792 |        1.943
       0.215 |        1.091 |        1.306
       0.082 |        0.684 |        0.767
       0.186 |        1.160 |        1.346
       0.090 |        0.530 |        0.620
       0.051 |        0.597 |        0.647
       0.090 |        0.888 |        0.978
       0.133 |        1.147 |        1.279
       0.073 |        0.654 |        0.727
       0.054 |        1.414 |        1.468
       0.064 |        3.893 |        3.957
       0.057 |        0.339 |        0.395
       0.064 |        1.374 |        1.438
       0.096 |        0.731 |        0.827
       0.062 |        0.840 |        0.902
       0.077 |        0.632 |        0.709
       0.239 |        0.334 |        0.573
       0.108 |        0.533 |        0.640
       0.062 |        0.393 |        0.456
       0.060 |        2.601 |        2.661
       0.064 |        0.619 |        0.683
       0.057 |        0.388 |        0.445
       0.060 |        0.531 |        0.591
       0.107 |        0.726 |        0.833
       0.066 |        3.852 |        3.918
       0.058 |        0.437 |        0.495
       0.051 |        0.445 |        0.496
       0.157 |        1.840 |        1.997
       0.076 |        0.871 |        0.947
       0.237 |        1.271 |        1.508
       0.170 |        0.588 |        0.759
       0.100 |        0.642 |        0.742
       0.104 |        0.500 |        0.604
       0.067 |        0.561 |        0.628
       0.137 |        2.003 |        2.140
       0.129 |        0.431 |        0.560
       0.152 |        0.333 |        0.484
       0.105 |        1.294 |        1.399
       0.124 |        1.039 |        1.163
       0.067 |        0.368 |        0.435
       0.060 |        1.120 |        1.180
       0.083 |        0.896 |        0.979
       0.117 |        2.576 |        2.693
       0.179 |        0.366 |        0.545
       0.062 |        3.384 |        3.446
       0.073 |        0.332 |        0.406
       0.109 |        0.517 |        0.626
       0.111 |        1.109 |        1.220
       0.089 |        0.770 |        0.859
       0.188 |        0.848 |        1.036
       0.102 |        1.420 |        1.523
       0.087 |        0.827 |        0.915
       0.063 |        0.752 |        0.816
       0.076 |        0.503 |        0.579
       0.148 |        1.826 |        1.974
       0.081 |        0.662 |        0.743
       0.080 |        0.608 |        0.688
       0.095 |        1.613 |        1.708
       0.084 |        0.703 |        0.786
       0.079 |        0.680 |        0.758
       0.150 |        0.671 |        0.821
       0.116 |        0.602 |        0.718
       0.106 |        0.433 |        0.539
       0.095 |        0.310 |        0.404
       0.104 |        0.381 |        0.485
       0.142 |        0.691 |        0.833
       0.069 |        0.547 |        0.615
       0.151 |        0.479 |        0.630
       0.058 |        0.426 |        0.484
       0.070 |        0.512 |        0.582
       0.112 |        0.641 |        0.753
       0.089 |        0.339 |        0.428
       0.145 |        1.173 |        1.319
       0.084 |        0.469 |        0.553
       0.065 |        0.459 |        0.524
       0.098 |        0.396 |        0.494
       0.071 |        0.724 |        0.795
       0.051 |        1.263 |        1.314
       0.075 |        0.992 |        1.067
       0.105 |        0.576 |        0.680
       0.067 |        0.396 |        0.462
       0.082 |        0.753 |        0.835
       0.140 |        0.951 |        1.091
       0.082 |        0.906 |        0.988
       0.108 |        0.476 |        0.585
       0.069 |        0.343 |        0.411
       0.070 |        1.591 |        1.662
       0.147 |        1.401 |        1.548
       0.078 |        1.007 |        1.085
       0.137 |        0.904 |        1.041
       0.262 |        1.044 |        1.305
       0.110 |        0.542 |        0.652
       0.102 |        0.494 |        0.595
       0.098 |        0.790 |        0.888
       0.064 |        0.283 |        0.347
       0.080 |        1.315 |        1.395
       0.065 |        1.146 |        1.211
       0.102 |        2.232 |        2.334
       0.113 |        0.896 |        1.009
       0.081 |        0.619 |        0.701
       0.141 |        0.623 |        0.764
       0.121 |        0.679 |        0.801
       0.077 |        1.094 |        1.171
       0.066 |        0.454 |        0.520
       0.066 |        0.678 |        0.744
       0.168 |        0.781 |        0.950
       0.113 |        0.781 |        0.894
       0.076 |        1.398 |        1.474
       0.084 |        1.489 |        1.573
       0.069 |        0.554 |        0.623
       0.183 |        0.749 |        0.931
       0.144 |        0.790 |        0.934
       0.077 |        2.141 |        2.219
       0.144 |        1.059 |        1.203
       0.077 |        0.580 |        0.657
       0.064 |        0.344 |        0.408
       0.071 |        0.757 |        0.828
       0.185 |        0.343 |        0.529
       0.137 |        1.021 |        1.158
       0.111 |        0.995 |        1.106
       0.064 |        1.872 |        1.937
       0.068 |        0.528 |        0.596
       0.075 |        0.278 |        0.353
       0.062 |        0.523 |        0.585
       0.082 |        3.362 |        3.443
       0.060 |        0.387 |        0.447
       0.125 |        3.132 |        3.257
       0.061 |        0.368 |        0.428
       0.136 |        0.480 |        0.616
       0.054 |        0.814 |        0.869
       0.080 |        1.107 |        1.187
       0.056 |        0.758 |        0.814
       0.062 |        0.700 |        0.762
       0.062 |        0.392 |        0.454
       0.076 |        0.448 |        0.524
       0.110 |        0.675 |        0.785
       0.081 |        1.593 |        1.674
       0.120 |        0.604 |        0.724
       0.057 |        0.344 |        0.401
       0.064 |        2.247 |        2.311
       0.077 |        1.460 |        1.537
       0.094 |        1.140 |        1.234
       0.135 |        1.224 |        1.360
       0.140 |        1.422 |        1.563
       0.074 |        1.243 |        1.317
       0.064 |        0.996 |        1.061
       0.087 |        0.439 |        0.527
       0.057 |        1.265 |        1.322
       0.160 |        0.364 |        0.524
       0.138 |        0.394 |        0.532
       0.134 |        0.446 |        0.580
       0.066 |        0.299 |        0.365
       0.117 |        0.984 |        1.102
       0.081 |        0.320 |        0.401
       0.105 |        1.638 |        1.743
       0.070 |        0.916 |        0.987
       0.081 |        0.474 |        0.555
       0.078 |        0.335 |        0.413
       0.080 |        0.831 |        0.910
       0.072 |        0.743 |        0.815
       0.134 |        1.483 |        1.617
       0.133 |        1.286 |        1.419
       0.203 |        0.389 |        0.592
       0.116 |        0.586 |        0.702
       0.097 |        0.273 |        0.370
       0.147 |        0.676 |        0.823
       0.055 |        0.556 |        0.611
       0.072 |        2.252 |        2.324
       0.137 |        0.895 |        1.031
       0.091 |        1.386 |        1.477
       0.063 |        2.094 |        2.157
       0.075 |        5.391 |        5.465
       0.087 |        2.013 |        2.100
       0.077 |        2.811 |        2.888
       0.062 |        0.699 |        0.761
       0.059 |        0.587 |        0.646
       0.128 |        1.295 |        1.423
       0.084 |        1.063 |        1.147
       0.075 |        3.143 |        3.218
       0.109 |        1.994 |        2.103
       0.128 |        1.345 |        1.473
       0.142 |        0.607 |        0.749
       0.093 |        0.408 |        0.501
       0.104 |        1.043 |        1.148
       0.082 |        0.643 |        0.724
       0.146 |        1.623 |        1.769
       0.175 |        1.511 |        1.686
       0.314 |        1.264 |        1.578
       0.082 |        0.456 |        0.538
       0.180 |        0.511 |        0.691
       0.141 |        1.851 |        1.992
       0.129 |        0.966 |        1.094
       0.068 |        1.581 |        1.650
       0.084 |        2.871 |        2.955
       0.169 |        0.973 |        1.142
       0.066 |        0.951 |        1.017
       0.085 |        1.611 |        1.696
       0.080 |        1.310 |        1.389
       0.085 |        0.857 |        0.942
       0.072 |        2.709 |        2.781
       0.066 |        1.668 |        1.733
       0.074 |        1.418 |        1.492
       0.093 |        0.868 |        0.961
       0.131 |        1.100 |        1.231
       0.085 |        1.569 |        1.654
       0.148 |        0.364 |        0.512
       0.102 |        1.112 |        1.214
       0.108 |        0.698 |        0.806
       0.138 |        1.492 |        1.631
       0.138 |        2.132 |        2.270
       0.069 |        0.812 |        0.881
       0.080 |        0.546 |        0.625
       0.208 |        1.022 |        1.230
       0.081 |        1.294 |        1.375
       0.120 |        1.527 |        1.647
       0.072 |        1.268 |        1.340
       0.082 |        2.719 |        2.801
       0.073 |        0.344 |        0.418
       0.063 |        0.491 |        0.554
       0.061 |        0.603 |        0.665
       0.069 |        0.489 |        0.558
       0.150 |        1.280 |        1.430
       0.112 |        0.673 |        0.785
       0.129 |        0.819 |        0.948
       0.066 |        0.788 |        0.854
       0.096 |        1.616 |        1.712
       0.086 |        0.763 |        0.850
       0.153 |        1.885 |        2.038
       0.273 |        0.491 |        0.764
       0.077 |        0.598 |        0.674
       0.079 |        1.276 |        1.354
       0.078 |        0.915 |        0.993
       0.071 |        0.540 |        0.611
       0.119 |        1.158 |        1.277
       0.075 |        0.965 |        1.040
       0.194 |        0.916 |        1.110
       0.175 |        0.541 |        0.716
       0.166 |        0.408 |        0.574
       0.093 |        0.881 |        0.974
       0.064 |        2.054 |        2.118
       0.178 |        2.524 |        2.702
       0.088 |        0.511 |        0.599
       0.110 |        0.607 |        0.718
       0.075 |        0.668 |        0.743
       0.131 |        0.350 |        0.481
       0.095 |        1.743 |        1.839
       0.053 |        0.395 |        0.448
       0.111 |        1.489 |        1.600
       0.125 |        0.681 |        0.806
       0.074 |        1.342 |        1.416
       0.076 |        0.434 |        0.510
       0.240 |        0.967 |        1.207
       0.123 |        1.823 |        1.945
       0.123 |        0.658 |        0.781
       0.071 |        0.967 |        1.039
       0.169 |        1.439 |        1.608
       0.086 |        1.153 |        1.239
       0.076 |        1.771 |        1.846
       0.066 |        0.339 |        0.405
       0.055 |        1.356 |        1.412
       0.062 |        0.787 |        0.848
       0.085 |        0.574 |        0.658
       0.204 |        0.663 |        0.867
       0.173 |        0.603 |        0.776
       0.104 |        0.344 |        0.448
       0.155 |        0.618 |        0.773
       0.096 |        1.641 |        1.737
       0.093 |        0.408 |        0.501
       0.067 |        0.624 |        0.691
       0.181 |        3.892 |        4.073
       0.129 |        0.515 |        0.644
       0.106 |        0.352 |        0.458
       0.089 |        1.347 |        1.436
       0.086 |        0.326 |        0.412
       0.072 |        1.519 |        1.592
       0.073 |        0.601 |        0.674
       0.078 |        0.653 |        0.731
       0.062 |        0.410 |        0.472
       0.080 |        0.704 |        0.784
       0.084 |        0.744 |        0.828
       0.057 |        1.190 |        1.247
       0.058 |        1.872 |        1.930
       0.074 |        2.569 |        2.643
       0.061 |        1.097 |        1.158
       0.070 |        1.004 |        1.075
       0.058 |        0.586 |        0.644
       0.091 |        0.325 |        0.416
       0.069 |        0.784 |        0.853
       0.114 |        0.757 |        0.870
       0.065 |        0.738 |        0.802
       0.094 |        0.731 |        0.825
       0.086 |        0.675 |        0.760
       0.169 |        0.648 |        0.816
       0.067 |        0.372 |        0.439
       0.157 |        0.851 |        1.008
       0.083 |        0.450 |        0.533
       0.146 |        0.984 |        1.130
       0.052 |        2.113 |        2.164
       0.063 |        1.358 |        1.422
       0.110 |        0.967 |        1.077
       0.116 |        0.435 |        0.551
       0.087 |        3.124 |        3.211
       0.075 |        2.222 |        2.297
       0.076 |        3.857 |        3.933
       0.081 |        0.714 |        0.795
       0.095 |        0.687 |        0.781
       0.068 |        0.352 |        0.421
       0.167 |        0.996 |        1.163
       0.111 |        0.938 |        1.050
       0.132 |        0.952 |        1.083
       0.138 |        0.960 |        1.097
       0.058 |        1.417 |        1.476
       0.075 |        2.283 |        2.358
       0.067 |        0.455 |        0.522
       0.087 |        0.721 |        0.808
       0.073 |        0.857 |        0.930
       0.087 |        0.418 |        0.506
       0.076 |        0.339 |        0.415
       0.136 |        0.524 |        0.660
       0.198 |        3.251 |        3.449
       0.092 |        1.177 |        1.269
       0.214 |        0.469 |        0.683
       0.071 |        1.389 |        1.460
       0.103 |        0.387 |        0.490
       0.080 |        0.736 |        0.817
       0.078 |        0.601 |        0.679
       0.072 |        0.821 |        0.893
       0.068 |        0.503 |        0.571
       0.057 |        0.931 |        0.988
       0.108 |        0.504 |        0.611
       0.094 |        0.605 |        0.699
       0.078 |        2.271 |        2.349
       0.067 |        3.369 |        3.436
       0.073 |        0.384 |        0.457
       0.068 |        1.077 |        1.146
       0.080 |        1.468 |        1.548
       0.064 |        0.507 |        0.571
       0.057 |        1.415 |        1.472
       0.113 |        2.729 |        2.842
       0.121 |        0.587 |        0.708
       0.084 |        1.340 |        1.425
       0.082 |        1.580 |        1.662
       0.081 |        1.489 |        1.570
       0.059 |        0.703 |        0.762
       0.067 |        0.849 |        0.916
       0.110 |        2.783 |        2.893
       0.058 |        0.394 |        0.451
       0.156 |        1.003 |        1.159
       0.095 |        0.506 |        0.601
       0.060 |        0.482 |        0.542
       0.079 |        0.462 |        0.540
       0.173 |        1.893 |        2.066
       0.054 |        0.787 |        0.841
       0.090 |        0.536 |        0.626
       0.106 |        1.505 |        1.611
       0.075 |        1.277 |        1.351
       0.073 |        0.460 |        0.533
       0.080 |        4.082 |        4.162
       0.166 |        0.608 |        0.774
       0.091 |        0.716 |        0.807
       0.067 |        0.502 |        0.569
       0.124 |        2.111 |        2.235
       0.062 |        0.709 |        0.771
       0.065 |        0.869 |        0.934
       0.059 |        0.632 |        0.691
       0.164 |        1.555 |        1.719
       0.082 |        0.345 |        0.427
       0.090 |        0.499 |        0.589
       0.094 |        0.485 |        0.579
       0.086 |        0.697 |        0.784
       0.059 |        0.601 |        0.659
       0.053 |        0.980 |        1.033
       0.071 |        3.296 |        3.367
       0.073 |        1.480 |        1.553
       0.094 |        0.550 |        0.644
       0.068 |        1.034 |        1.102
       0.081 |        0.807 |        0.887
       0.071 |        0.484 |        0.555
       0.074 |        1.603 |        1.677
       0.174 |        1.857 |        2.032
       0.099 |        0.467 |        0.566
       0.079 |        2.393 |        2.471
       0.102 |        0.920 |        1.022
       0.132 |        0.755 |        0.887
       0.071 |        0.501 |        0.572
       0.061 |        0.393 |        0.454
       0.117 |        0.595 |        0.712
       0.079 |        1.255 |        1.334
       0.086 |        1.961 |        2.046
       0.063 |        0.822 |        0.886
       0.097 |        0.864 |        0.961
       0.072 |        1.147 |        1.220
       0.150 |        1.832 |        1.982
